ITEM_NAME,SKU,CUR_PRICE,MIN_UPBID,MINUTES_LEFT,START_DATE,END_DATE,NUM_BIDS,HIGHEST_BIDR,ITEM_TYPE,LIST_DAY,LIST_MONTH,MINUTES_SINCE,DAYS_SINCE,DATE_OBS,ID
Acer Aspire 7750 17.3 Laptop (No HDD/For Repair or Parts),225356B,164.75,166.5,0,2021-02-05,2021-02-12,71,Avinoam,Technology,Friday,February,10080,0,2021-02-12,643
Apple Airpods A1602 Charging Case,226796B,9.75,11.5,9,2021-02-05,2021-02-12,8,roxyshair,Technology,Friday,February,10071,0,2021-02-12,644
"Griffin PowerJolt In Car Charger, For iPod/iPhone (New) ",228501B,2.75,4.5,23,2021-02-05,2021-02-12,3,BRT,Technology,Friday,February,10057,0,2021-02-12,650
Ladies Gold-ToneWood Bracelet ,204563F,9.5,11.25,54,2021-02-05,2021-02-12,3,felrushark,Jewelry,Friday,February,10026,0,2021-02-12,640
Lot of (9) Assorted Vinyl Records,228404B,76.75,78.5,1,2021-02-05,2021-02-12,36,Creekw,Technology,Friday,February,10079,0,2021-02-12,649
Motorola V186 Flip Phone (Unknown Carrier),225326B,37.75,39.5,8,2021-02-05,2021-02-12,11,DIJ69,Technology,Friday,February,10072,0,2021-02-12,642
PXN PXN-V3 Pro Racing Wheel Game With Pedals,227364B,46.75,48.5,9,2021-02-05,2021-02-12,19,MSgee,Technology,Friday,February,10071,0,2021-02-12,646
Photo Backdrop Tripod Stand,227377B,17.74,19.49,38,2021-02-05,2021-02-12,11,IanC,Technology,Friday,February,10042,0,2021-02-12,647
Power BankApple Magic Mouse 2,228390B,31.75,33.5,38,2021-02-05,2021-02-12,13,mst2k,Technology,Friday,February,10042,0,2021-02-12,648
Sony ICF-P26 AM/FM Portable RadioDebranded Earphone Charging Case ,226801B,18.8,20.55,1,2021-02-05,2021-02-12,10,dawsonm02,Technology,Friday,February,10079,0,2021-02-12,645
XBOX 360 Kinect Sensor Bar ,228514B,31.75,33.5,23,2021-02-05,2021-02-12,10,IanC,Technology,Friday,February,10057,0,2021-02-12,651
10K Yellow Gold Charms/Pendants and Chain (For Repairs),228335F,51.75,53.5,166,2021-02-06,2021-02-13,15,alexamelie,Jewelry,Saturday,February,9914,0,2021-02-13,663
20 Ladies Cultured Pearl Necklace ,214081F,86.75,88.5,149,2021-02-06,2021-02-13,26,Shahinfazl,Jewelry,Saturday,February,9931,0,2021-02-13,652
925 Silver Hoop Earrings with 10K Rose Gold Post,223315F,28.5,30.25,126,2021-02-06,2021-02-13,10,Willow56,Jewelry,Saturday,February,9954,0,2021-02-13,654
Apple AirPods Pro A2190 Wireless Charging Case,226795B,26.75,28.5,122,2021-02-06,2021-02-13,15,Larss70,Technology,Saturday,February,9958,0,2021-02-13,659
Assorted Electronic Items,223273B,4.75,6.5,248,2021-02-06,2021-02-13,3,SBarakah,Technology,Saturday,February,9832,0,2021-02-13,653
Garmin Vivoactive 3 Smartwatch with Heart Rate Monitor,228723F,123.5,125.25,160,2021-02-06,2021-02-13,18,agentfeds,Jewelry,Saturday,February,9920,0,2021-02-13,667
Globlu Analog Fashion Wrist Watch,228730F,23.75,25.5,79,2021-02-06,2021-02-13,11,alexamelie,Jewelry,Saturday,February,10001,0,2021-02-13,669
Ladies 925 SilverTopaz Floral Ring,225243F,84.75,86.5,144,2021-02-06,2021-02-13,23,enyeobi04@gmail.com,Jewelry,Saturday,February,9936,0,2021-02-13,657
Ladies Club Monaco Studded Fashion Bangle,227853F,6.75,8.5,196,2021-02-06,2021-02-13,5,Franz,Jewelry,Saturday,February,9884,0,2021-02-13,661
Ladies Guess Fashion Wrist Watch,225606F,13.75,15.5,158,2021-02-06,2021-02-13,8,Kindersurprise,Jewelry,Saturday,February,9922,0,2021-02-13,658
Ladies Timex Analog Wrist Watch,228727F,12.12,13.87,59,2021-02-06,2021-02-13,9,dawsonm02,Jewelry,Saturday,February,10021,0,2021-02-13,668
Logitech G27 Racing Wheel with Pedals and Clutch Accessories ,228361B,71.75,73.5,161,2021-02-06,2021-02-13,28,bart,Technology,Saturday,February,9919,0,2021-02-13,664
Logitech Harmony Elite Remote Control,228081B,110.76,112.51,59,2021-02-06,2021-02-13,24,Callicles,Technology,Saturday,February,10021,0,2021-02-13,662
Pandora 925 Silver with 14K Yellow Gold Bible Charm,228886F,21.75,23.5,132,2021-02-06,2021-02-13,14,Pero,Jewelry,Saturday,February,9948,0,2021-02-13,670
Royal Sovereign RBC-1200-CA Electric Money Counter,227035B,52.0,53.75,166,2021-02-06,2021-02-13,16,Borkie,Technology,Saturday,February,9914,0,2021-02-13,660
Thermaltake BlacX HDD Docking Statation,228499B,26.75,28.5,46,2021-02-06,2021-02-13,13,pisonaso,Technology,Saturday,February,10034,0,2021-02-13,665
Vtech V-Motion Active Learning Game System ,228534B,23.75,25.5,123,2021-02-06,2021-02-13,13,Rude,Technology,Saturday,February,9957,0,2021-02-13,666
Womens 15 14K Gold 585 Chain Necklace,223418F,51.75,53.5,138,2021-02-06,2021-02-13,17,Benitin,Jewelry,Saturday,February,9942,0,2021-02-13,655
Womens Faux Leather Necklace with (4) Assorted Silver Tone Charms,223427F,20.06,21.81,145,2021-02-06,2021-02-13,12,Toplesssky,Jewelry,Saturday,February,9935,0,2021-02-13,656
65 RCA RNSMU6536-B Virtuoso 4K Ultra HD Smart LED TV,223883B,221.75,223.5,363,2021-02-07,2021-02-14,39,Clivor,Technology,Sunday,February,9717,0,2021-02-14,671
Apple Airpods A1602 Charging Case,226792B,10.25,12.0,299,2021-02-07,2021-02-14,6,Darcy.204,Technology,Sunday,February,9781,0,2021-02-14,672
Timex Indiglo Wrist Watch,228746F,31.0,32.75,1520,2021-02-07,2021-02-14,13,dawsonm02,Jewelry,Sunday,February,8560,1,2021-02-13,673
(3) Assorted Items: DVD-R Discs/Maintenance Cartridge/Ink Cartridge,226611B,3.33,5.08,798,2021-02-08,2021-02-15,3,patseven,Technology,Monday,February,9282,0,2021-02-15,677
(3) Assorted Playstation 12 Video Games,228209B,0.99,2.74,745,2021-02-08,2021-02-15,1,schlotzy,Technology,Monday,February,9335,0,2021-02-15,682
(3) Assorted XBOX / XBOX Live Video Games,228207B,4.75,6.5,892,2021-02-08,2021-02-15,5,Biancam77,Technology,Monday,February,9188,0,2021-02-15,680
(3) Assorted XBOX 360/XBOX Live Video Games,228208B,4.78,6.53,790,2021-02-08,2021-02-15,3,IanC,Technology,Monday,February,9290,0,2021-02-15,681
(3) Assorted XBOX Video Games and Soundtrack CD,228206B,0.99,2.74,819,2021-02-08,2021-02-15,1,schlotzy,Technology,Monday,February,9261,0,2021-02-15,679
Acer Aspire M3470 Desktop Computer (No HDD),228389B,41.75,43.5,902,2021-02-08,2021-02-15,16,schlotzy,Technology,Monday,February,9178,0,2021-02-15,683
Apple Airpods A1938 Charging Case,226813B,10.1,11.85,826,2021-02-08,2021-02-15,6,JoeyBats,Technology,Monday,February,9254,0,2021-02-15,678
Cardinal Digital Wrist Watch,228725F,7.74,9.49,2989,2021-02-08,2021-02-15,5,dawsonm02,Jewelry,Monday,February,7091,2,2021-02-13,687
HP Laserjet Pro CP1025nw Wireless Color Laser Printer (New),228507B,108.75,110.5,887,2021-02-08,2021-02-15,28,SBarakah,Technology,Monday,February,9193,0,2021-02-15,685
Ladies Timex Indiglo Wrist Watch,225609F,13.74,15.49,3074,2021-02-08,2021-02-15,5,dawsonm02,Jewelry,Monday,February,7006,2,2021-02-13,675
Mens Guess Waterpro Indiglo Steel Wrist Watch,225608F,23.31,25.06,3059,2021-02-08,2021-02-15,11,dawsonm02,Jewelry,Monday,February,7021,2,2021-02-13,674
Motomaster Eliminator 011-1889-4 600W Digital Power Inverter ,228568B,9.75,11.5,825,2021-02-08,2021-02-15,4,RAYMORAND,Technology,Monday,February,9255,0,2021-02-15,686
Omega Wireless Desktop Keyboard and Optical Mouse (New),228504B,21.75,23.5,873,2021-02-08,2021-02-15,14,emie123,Technology,Monday,February,9207,0,2021-02-15,684
Polaroid Sun 600 LMS Instant Film Camera,226446B,13.75,15.5,785,2021-02-08,2021-02-15,6,SpotSpotSpot,Technology,Monday,February,9295,0,2021-02-15,676
(2) Samsung SM-R170 Earbud Charging Cases ,228279B,0.99,2.74,2183,2021-02-09,2021-02-16,1,klos,Technology,Tuesday,February,7897,1,2021-02-15,697
3.5mm Wired Earbud Headphones,224944B,0.99,2.74,2193,2021-02-09,2021-02-16,1,FreeMan2015,Technology,Tuesday,February,7887,1,2021-02-15,689
Apple Airpods A1602 Charging Case,226812B,0.99,2.74,2230,2021-02-09,2021-02-16,1,Vizuzu,Technology,Tuesday,February,7850,1,2021-02-15,694
Canon CanoScan LiDE 700F Colour Scanner,228503B,26.75,28.5,2222,2021-02-09,2021-02-16,10,Userj,Technology,Tuesday,February,7858,1,2021-02-15,698
Canon EFS 60mm f/2.8 USM Macro Camera Lens with Hoya HMC UV Filter,228891B,201.75,203.5,2320,2021-02-09,2021-02-16,35,redbearcoffee,Technology,Tuesday,February,7760,1,2021-02-15,701
Canon PowerShot G10 14.7MP Digital Camera,195210B,43.5,45.25,2305,2021-02-09,2021-02-16,12,Freddyk,Technology,Tuesday,February,7775,1,2021-02-15,688
Casio G-Shock AnalogDigital Wrist Watch,228096F,41.75,43.5,4518,2021-02-09,2021-02-16,23,G0mand3la,Jewelry,Tuesday,February,5562,3,2021-02-13,696
Dell 1707FPt 17 LCD Computer Monitor,226593B,21.75,23.5,2179,2021-02-09,2021-02-16,15,c3003,Technology,Tuesday,February,7901,1,2021-02-15,693
Fairmont 8400mAh Power Bank ,225543B,5.08,6.83,2249,2021-02-09,2021-02-16,4,woodenrain,Technology,Tuesday,February,7831,1,2021-02-15,692
Fujifilm Instax Share SP-2 Smartphone Printer,228901B,31.75,33.5,2277,2021-02-09,2021-02-16,15,whiskers,Technology,Tuesday,February,7803,1,2021-02-15,702
Getihu PB-01 10000mAh Power Bank ,225538B,5.08,6.83,2205,2021-02-09,2021-02-16,4,darjen,Technology,Tuesday,February,7875,1,2021-02-15,691
Lot of (3) Comfort Plus Stereo Earbuds,227448B,0.99,2.74,2288,2021-02-09,2021-02-16,1,Nidal,Technology,Tuesday,February,7792,1,2021-02-15,695
Nikon D5000 DSLR Camera with AF-S VR Nikkor 70-300mm f/4.5-5.6G Lens,228515B,246.75,248.5,2244,2021-02-09,2021-02-16,35,Jediknight,Technology,Tuesday,February,7836,1,2021-02-15,699
Noon VR Goggles In Retail Package,228906B,6.75,8.5,2291,2021-02-09,2021-02-16,4,AK8,Technology,Tuesday,February,7789,1,2021-02-15,703
Sennheiser (M3IETW2 C) Wireless Earbuds Charging Case,225212B,0.99,2.74,2278,2021-02-09,2021-02-16,1,VectorSol,Technology,Tuesday,February,7802,1,2021-02-15,690
Timex Ironman Triathlon Digital Wrist Watch,228728F,23.75,25.5,4432,2021-02-09,2021-02-16,10,G0mand3la,Jewelry,Tuesday,February,5648,3,2021-02-13,700
Casio World Time Illuminator DigitalAnalog Wrist Watch,228726F,26.81,28.56,5877,2021-02-10,2021-02-17,9,roryharder,Jewelry,Wednesday,February,4203,4,2021-02-13,706
MonoPod Selfie StickBluetooth Remote Shutter (New),214531B,16.0,17.75,3741,2021-02-10,2021-02-17,11,Franz,Technology,Wednesday,February,6339,2,2021-02-15,704
ZMI 10000mAh Power BankSamsung EP-B600CEWU Battery Charger ,224821B,3.33,5.08,3727,2021-02-10,2021-02-17,3,patseven,Technology,Wednesday,February,6353,2,2021-02-15,705
(2) Assorted XBox 360 Game Discs,229015B,5.0,6.75,5251,2021-02-11,2021-02-18,5,schlotzy,Technology,Thursday,February,4829,3,2021-02-15,725
(2) Assorted XBox Game Discs,229018B,2.74,4.49,5244,2021-02-11,2021-02-18,2,schlotzy,Technology,Thursday,February,4836,3,2021-02-15,726
"13 Apple MacBook Pro: Early 2015, Intel i7",228717B,452.75,454.5,5141,2021-02-11,2021-02-18,28,tmatei,Technology,Thursday,February,4939,3,2021-02-15,718
Bower 8mm f/3.5 Aspherical Fisheye CS Lens,228892B,81.75,83.5,5196,2021-02-11,2021-02-18,20,AuctionNoob2018,Technology,Thursday,February,4884,3,2021-02-15,720
Canon Powershot SD780 IS Digtital Camera,227038B,6.24,7.99,5209,2021-02-11,2021-02-18,7,Userj,Technology,Thursday,February,4871,3,2021-02-15,715
Darta Universal Wireless Bluetooth Keyboard,228915B,16.75,18.5,5119,2021-02-11,2021-02-18,9,GBrisco,Technology,Thursday,February,4961,3,2021-02-15,724
Dell Latitude 3330 13.3 Laptop (No HDD/Needs Service),224937B,77.78,79.53,5200,2021-02-11,2021-02-18,13,Sheen,Technology,Thursday,February,4880,3,2021-02-15,709
Dynex DX-15L150A11 15.5 LCD TV with Arm Wall Mount,226594B,6.75,8.5,5221,2021-02-11,2021-02-18,3,Afig27,Technology,Thursday,February,4859,3,2021-02-15,712
Dyson City DC26 All Floors Corded Canister Vacuum,228505B,131.75,133.5,5098,2021-02-11,2021-02-18,34,enioljon,Technology,Thursday,February,4982,3,2021-02-15,716
Fujifilm FinePix S4200 14MP 24x Optical Zoom Digital Camera,228896B,28.75,30.5,5210,2021-02-11,2021-02-18,13,Tk310,Technology,Thursday,February,4870,3,2021-02-15,721
IEssentials Wireless Charging Base with Micro USB Cable,228913B,2.75,4.5,5153,2021-02-11,2021-02-18,3,IanC,Technology,Thursday,February,4927,3,2021-02-15,723
JVC Everio GZ-MG21U Hard Disk Digital Camcorder w/ Lowepro Camera Bag,150612B,13.52,15.27,5233,2021-02-11,2021-02-18,5,FreeMan2015,Technology,Thursday,February,4847,3,2021-02-15,707
JVC GZ-MC100 Digital Media Camera with Canon Case,182039B,10.28,12.03,5115,2021-02-11,2021-02-18,5,roryharder,Technology,Thursday,February,4965,3,2021-02-15,708
NOCO GB40 Genius Boost Jump StarterPower Bank,229047B,26.0,27.75,5214,2021-02-11,2021-02-18,10,Issarmanmohan,Technology,Thursday,February,4866,3,2021-02-15,727
RatchetClank Future: Tools of Destruction PS3 Game Disc,228530B,21.75,23.5,5141,2021-02-11,2021-02-18,16,agentfeds,Technology,Thursday,February,4939,3,2021-02-15,717
Reactor 12V Multi Function Automotive Power Bank,225869B,10.0,11.75,5227,2021-02-11,2021-02-18,5,FreeMan2015,Technology,Thursday,February,4853,3,2021-02-15,711
Sony 16-50mm Camera Lens,226713B,13.75,15.5,5191,2021-02-11,2021-02-18,3,NG,Technology,Thursday,February,4889,3,2021-02-15,714
Sony NSC-GC1 Net Sharing Camcorder,225867B,23.75,25.5,5172,2021-02-11,2021-02-18,5,roryharder,Technology,Thursday,February,4908,3,2021-02-15,710
Timex Ironman Chrono Digital Wrist Watch,228731F,26.75,28.5,7321,2021-02-11,2021-02-18,3,felrushark,Jewelry,Thursday,February,2759,5,2021-02-13,719
Vivitar DVR 480 Helmet Camera,226711B,6.75,8.5,5134,2021-02-11,2021-02-18,4,crystallb,Technology,Thursday,February,4946,3,2021-02-15,713
Westinghouse WD32HL1218 32 LED HDTV ,228907B,41.75,43.5,5189,2021-02-11,2021-02-18,10,emie123,Technology,Thursday,February,4891,3,2021-02-15,722
Mens Casio Analog Dress Watch,228729F,18.75,20.5,8766,2021-02-12,2021-02-19,12,Kevinbutler777,Jewelry,Friday,February,1314,6,2021-02-13,728
Canon EF 75-300mm f/4-5.6 III Telephoto Zoom Lens with UV Filter,228890B,46.75,48.5,8013,2021-02-13,2021-02-20,9,Tk310,Technology,Saturday,February,2067,5,2021-02-15,734
Epson Stylus NX510 All-in-One Printer ,228506B,23.75,25.5,8071,2021-02-13,2021-02-20,11,SBarakah,Technology,Saturday,February,2009,5,2021-02-15,733
Fujifilm Instax Share SP-2 Smartphone Photo Printer ,225286B,15.74,17.49,7897,2021-02-13,2021-02-20,7,patseven,Technology,Saturday,February,2183,5,2021-02-15,731
JVC Everio MG630RU HDD Digital Camcorder with Roots Soft Case,228473B,0.99,2.74,8080,2021-02-13,2021-02-20,1,SBarakah,Technology,Saturday,February,2000,5,2021-02-15,732
Lot of (2) Assorted PS3 Video Games ,229043B,0.99,2.74,7955,2021-02-13,2021-02-20,1,schlotzy,Technology,Saturday,February,2125,5,2021-02-15,738
Lot of (2) Assorted PS4 Video Games ,229022B,21.77,23.52,7941,2021-02-13,2021-02-20,3,agentfeds,Technology,Saturday,February,2139,5,2021-02-15,736
Lot of (3) Assorted Power Banks ,224823B,0.99,2.74,8109,2021-02-13,2021-02-20,1,SBarakah,Technology,Saturday,February,1971,5,2021-02-15,730
Lot of (3) Assorted XBOX OneXBOX 360 Video Games ,229034B,5.0,6.75,7970,2021-02-13,2021-02-20,3,schlotzy,Technology,Saturday,February,2110,5,2021-02-15,737
Sony CyberEnergy Power BankBlack Power Bank ,224822B,5.0,6.75,8099,2021-02-13,2021-02-20,3,viggy,Technology,Saturday,February,1981,5,2021-02-15,729
XBOX 1708 Wireless Controller (New) ,228904B,36.75,38.5,7912,2021-02-13,2021-02-20,16,schlotzy,Technology,Saturday,February,2168,5,2021-02-15,735
